id,date,user_id,user_username,user_displayname,replyCount,retweetCount,likeCount,quoteCount,viewCount,searched_keyword,cleaned_text,Sentiment,hashtag_text
1.85E+18,2024-10-13 06:42:26+00:00,1.58E+18,SpartaJustice,Truth Justice,42,90,450,1,31594,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,"elonmusk SAVE AMERICA The other side wants to take away your free speech, your right to bear arms and your right to vote effectively. You must have free speech. President Trump must win to preserve the Constitution. He must win to preserve Democracy in",Positive,
1.86E+18,2024-11-11 07:03:07+00:00,55060090,realTuckFrumper,TuckFrump,3,132,339,4,3667,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,A New Wave of Movements Against Trumpism is Coming,Neutral,
1.85E+18,2024-10-29 13:28:16+00:00,55060090,realTuckFrumper,TuckFrump,7,182,319,5,3636,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,"Read it and weep, MAGA Trump meets dictionary definition of fascist",Negative,
1.85E+18,2024-11-07 09:18:05+00:00,1.43E+18,Glenn_Diesen,Glenn Diesen,44,163,600,16,22455,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,"Trump's victory should not have been a surprise. The era of liberal hegemony has already ended and a correction is long overdue. Trump is denounced for being transactional, yet deideologization and a return to pragmatism is exactly what the country needs",Positive,
1.85E+18,2024-11-06 13:02:32+00:00,3196509656,atldemsoc,Atlanta DSA,8,46,243,2,4459,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,FUCK DONALD TRUMP White Supremacist. Misogynist. Warmonger. Capitalist. Imperialist. Enemy of the Working Class.,Negative,
1.85E+18,2024-11-07 03:22:04+00:00,3196509656,atldemsoc,Atlanta DSA,13,38,392,4,10693,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,Fuck Donald Trump. Resist Fascism! Build Socialism!,Negative,
1.85E+18,2024-11-06 16:44:27+00:00,256154569,jimstewartson,Jim Stewartson Antifascist,87,552,2941,27,28242,politics DefeatTrump AntiFascist TrumpIsAFascist AntiTrump until 2025-02-28 since 2024-07-01,I want to congratulate the Trump campaign. There arent enough fuck yous for this creature who is as responsible as anyone for the fall of American democracy.,Negative,
1.85E+18,2024-11-05 17:43:57+00:00,1.50E+18,Aadhya__Sri,,31,62,225,1,43312,election 2024 vote for american until 2024-12-19 since 2024-10-01,"5th of November Election Day in America! Dear Americans GO VOTE For Trump Make him Mr President, Make America Great Again Vote For your country's safely, children better future and security!",Positive,
1.85E+18,2024-11-04 18:18:34+00:00,4165642155,CRRJA5,Eagle Wings,53,734,1920,24,52013,election 2024 vote for american until 2024-12-19 since 2024-10-01,"LAST STAND, AMERICA. PLEASE GET OUT AND VOTE for .realDonaldTrump.",Positive,
1.85E+18,2024-11-05 15:21:02+00:00,1.29E+18,mccloskeyusa,Mark McCloskey,9,74,411,2,5561,election 2024 vote for american until 2024-12-19 since 2024-10-01,"NOW IS THE TIME! Get out and vote. All you hunters, bikers, preppers, evangelicals, all you who feel politics is too corrupt to participate in, vote for Trump today or our freedoms, including the right to be left alone, will be gone forever.",Positive,
1.85E+18,2024-11-03 17:43:35+00:00,4165642155,CRRJA5,Eagle Wings,57,692,1798,26,34430,election 2024 vote for american until 2024-12-19 since 2024-10-01,"Patriots, DO NOT SIT THIS ELECTION OUT. VOTE TRUMP.",Positive,
1.85E+18,2024-11-03 21:42:01+00:00,1.23E+18,kellytx2,Kelly,35,292,644,5,16546,election 2024 vote for american until 2024-12-19 since 2024-10-01,"If you havent voted, get out and VOTE! Vote for America and freedom! Vote for secure borders! Vote for your children and grandchildren, to safeguard their freedoms! Vote for law and order and the right to defend yourself! Vote for the candidate who will FIGHT for US!",Positive,
1.85E+18,2024-11-04 19:29:32+00:00,779104195,BurgessOwens,Burgess Owens,18,80,431,1,9439,election 2024 vote for american until 2024-12-19 since 2024-10-01,Vote President Trump and for the America First agenda down ballot. This is it JUST WIN BABY!,Positive,
1.85E+18,2024-10-29 17:54:54+00:00,42549934,realdefender45,Defender of the Republic,45,424,1536,15,28011,election 2024 vote for american until 2024-12-19 since 2024-10-01,"Attention battleground states AZ, GA, ME, MI, NC, NV, PA, WI Get out and vote",Neutral,Trump2024
1.85E+18,2024-11-04 04:09:03+00:00,1.84E+18,america,America,186,539,2536,17,133550,election 2024 vote for american until 2024-12-19 since 2024-10-01,This is the most important election in our lifetime. Your vote could help determine the destiny of America and the fate of western civilization. Vote and bring your friends and family with you.,Positive,
1.85E+18,2024-11-05 16:17:58+00:00,147738080,ArmaLite15OU812,LD Basler,7,195,482,1,8552,election 2024 vote for american until 2024-12-19 since 2024-10-01,America is voting Donald Trump! Lets get this party started!!,Positive,
1.85E+18,2024-11-05 09:09:49+00:00,1.59E+18,ArmandKleinX,Armand Klein,15,244,328,1,7262,election 2024 vote for american until 2024-12-19 since 2024-10-01,"Ok , Final Rally of the Trump Campaign To All Americans GO OUT AND VOTE TRUMP THE GRAND OLD PARTY GOP REPUBLICANS VOTE VOTE VOTE , TAKE CARE OF AMERICA !DON'T VOTE FOR DEMOCRATS WHO SUPPORTLATER TERMS ABORTION , HIGHER CRIMES, OPEN BORDERS , INFLATION, Highher TAXES,And And",Positive,
1.85E+18,2024-11-05 16:43:29+00:00,1.84E+18,america,America,174,564,2471,38,179717,election 2024 vote for american until 2024-12-19 since 2024-10-01,Get out and Vote today for Secure Borders Sensible Spending Safe Cities Fair Justice System Free Speech SelfProtection VOTE Trump,Positive,VOTE
1.85E+18,2024-11-04 18:44:07+00:00,9.15E+17,NiohBerg,,17,78,452,0,10301,election 2024 vote for american until 2024-12-19 since 2024-10-01,"Go outside and vote for Donald Trump tomorrow. Bring your hesitant family and friends. Even if you think it's hopeless and that the other side will cheat, vote regardless. Save America and save the World.",Positive,
1.85E+18,2024-11-05 20:09:49+00:00,1.84E+18,america,America,160,646,2949,14,143482,election 2024 vote for american until 2024-12-19 since 2024-10-01,Get in line and stay in line. Your vote could help determine the destiny of America and the fate of western civilization. Lets win this,Positive,
1.85E+18,2024-10-31 12:39:44+00:00,1.70E+18,AmericaPapaBear,AmericanPapaBear,78,620,1716,33,73858,election 2024 vote for american until 2024-12-19 since 2024-10-01,We are not just voting for Trump. We are voting for Trump JD Vance Vivek Tulsi Bobby Kennedy Elon Musk We are voting to drain the swamp! This is the team that will do it! Must see!,Positive,
1.85E+18,2024-10-18 20:06:09+00:00,1.59E+18,ArmandKleinX,Armand Klein,16,289,332,0,8709,election 2024 vote for american until 2024-12-19 since 2024-10-01,"TO ALL AMERICANS , VOTE AGAINST THE MACHINE VOTE FOR DONALD J.TRUMP AND VOTE FOR THE REPUBLICANS M A G A",Positive,
1.85E+18,2024-10-26 14:04:47+00:00,1.60E+18,MonBreeden,Monica,19,175,231,8,9277,election 2024 vote for american until 2024-12-19 since 2024-10-01,We need a strong leader for America! All of our lives were better and America was the strongest nation under Trump!! Enough DEI and complete weakening of America with Biden and CommieCommala! VOTE for DONALD TRUMP,Positive,Trump2024NowMorethanEver
1.85E+18,2024-11-02 23:57:17+00:00,1.53E+18,TrumpBender_3,On A Trump Bender 3Times A Charm,39,510,1557,9,30223,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,November 5TH People! MAKE IT TOO BIG TO RIG! This Is Our 1776 So Get There This TUESDAY TO VOTE TRUMP!,Positive,
1.79E+18,2024-05-12 00:17:13+00:00,1.59E+18,MAGAIncWarRoom,MAGA War Room,56,546,1437,24,70845,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"President Trump So if you want to save America, register, get an absentee or mailin ballot, vote early or vote on Election Day...but whatever you do, you must get out and vote. This year, election season begins on September 16th and goes all the way to November 5th.",Neutral,
1.85E+18,2024-10-15 10:51:43+00:00,1.35E+18,5dme81,5DME81,81,2763,4297,96,57753,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,KABOOMTHIS IS THE MOMENT THAT EVERY AMERICAN SHOULD OF STOPPED VOTING BLUE VOTE TRUMP FOR AMERICA,Negative,DemocratsHateAmerica
1.85E+18,2024-11-05 17:43:57+00:00,1.50E+18,Aadhya__Sri,,31,62,225,1,43311,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"5th of November Election Day in America! Dear Americans GO VOTE For Trump Make him Mr President, Make America Great Again Vote For your country's safely, children better future and security!",Positive,
1.80E+18,2024-05-30 22:10:11+00:00,1.60E+18,Deja_Vu_4Me,LindaEvans,42,199,466,6,15961,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"I'm still voting for realDonaldTrump on November 5th, 2024... Repost if you're voting for too. God bless President Trump God bless America",Positive,"Trump2024, Trump, Trump2024toSaveAmerica"
1.79E+18,2024-05-05 00:50:52+00:00,2468708726,G1rly_Tattooed,Trin1ty,18,165,311,3,10258,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,Let the countdown begin 185 days until we vote Trump2024,Neutral,Trump2024
1.85E+18,2024-10-23 22:27:42+00:00,622310854,PaulIngrassia,Paul Ingrassia,10,147,480,3,19208,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"GREETINGS FROM TRUMP TOWER NYC Early voting has already begun! Make sure youre registered and vote BEFORE Election Day. Lets make this race TOO BIG TO RIG, and hand Our Next President, Donald John Trump, a decisive landslide victory by November 5th! FIND OUT MORE",Positive,
1.84E+18,2024-09-20 14:25:02+00:00,1.59E+18,dsware123,dsware123,10,138,234,3,3916,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,Trump is the champion for the American people. Vote Trump on November 5th,Positive,
1.84E+18,2024-10-09 07:31:28+00:00,7.92E+17,ArnotbUp,DeplorableInPa,16,158,336,3,10579,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"26 Days Until Trump is Elected President I cant wait President Trump is a man of the people! He has his finger on the pulse of America! He will not ignore our plight, unlike Kamala who believes everything is fine! Im voting for Pass it on",Positive,TrumpVance2024
1.85E+18,2024-10-24 12:06:09+00:00,1.27E+18,GabiNga1,Gabi,70,290,439,9,9859,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"Good Thursday Morning, Beautiful Friends GEORGIA IS TRUMP COUNTRY! I got teary looking at all those HAPPY people. They are having a blast! Y M C A Thirteen days, my friends. Im not sure about anyone else, but Ive been",Positive,
1.85E+18,2024-10-17 22:39:12+00:00,22609841,jineeminee,Jinee,40,47,284,3,4372,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"PSA! The countdown is on, fam! 19 days to go to take America back and save her from this seemingly endless declining economy, and to get our favorite president, realDonaldTrump back into the White House!! If you were an exdemocrat who finds Kamalas cackling and craziness",Positive,
1.85E+18,2024-10-23 12:30:22+00:00,1.35E+18,5dme81,5DME81,21,384,474,7,12541,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,Positive,"Trump2024NowMorethanEver, Vote"
1.85E+18,2024-11-05 10:00:48+00:00,1.40E+18,WooPaPa17,WooPapa,40,448,2370,12,40735,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,VOTE! VOTE! VOTE! VOTE! VOTE! VOTE! VOTE! VOTE! VOTE! Will you answer the call? Your Country needs you!,Positive,"TrumpVance2024, Trump2024, USAElections, USElection2024, VotedforTrump"
1.84E+18,2024-09-26 12:22:52+00:00,1.27E+18,GabiNga1,Gabi,29,226,237,5,7540,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"Im voting TRUMP TRUMP BABY. 41 days left until EDay. Or 1 month, 1 week, 3 days. Or 5 weeks, 6 days. Any way you look at it, the time will be here before you know it. We dont know whats coming before or after EDay. But, I know one true thing. If Im",Positive,
1.85E+18,2024-10-28 12:41:19+00:00,1.27E+18,GabiNga1,Gabi,55,239,305,6,7205,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"Good Monday Morning, Beautiful Friends Lets hit the floor running this morning. 8 Days until EDay! We have to give it the final BIG PUSH! VOTE DONALD TRUMP, BABY! VOTE EARLY! Bring a Friend! Bring 3 Friends!",Positive,
1.79E+18,2024-05-13 13:09:28+00:00,1.54E+18,SaltyGoat17,SaltyGoat,39,117,427,10,11540,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,Trump now leads Biden in the battleground states!! And we still have almost 6 months to go!! Starting off looking like a pretty good Monday!! Trump2024,Positive,
1.72E+18,2023-10-27 01:51:46+00:00,450235955,4Mischief,ISI,53,300,647,14,15850,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"One more year of this ridiculous administration, then President Trump returns on Monday, January 20, 2025 with a vengeance and will steamroll anyone who gets in the way of Making America Great Again and putting the world at peace",Positive,Trump2024
1.76E+18,2024-02-24 09:49:13+00:00,1.31E+18,JackStr42679640,Jack Straw,29,188,603,16,54027,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Another reminder. September 25th brings brings us to FEBRUARY 25TH Trump is speaking and he says In less than 5 months we are going to defeat crooked JB we are going to take back our country! Lets GO! Monday, September 25, 2023 To and including Sunday,",Positive,
1.84E+18,2024-10-10 18:04:03+00:00,9.36E+17,RealAmVoice,Real Americas Voice RAV,7,107,264,4,9220,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"POLITICIANS PAID A LOT OF MONEY BY PEOPLE WHO DO NOT CARE ABOUT THE COUNTRY. President realDonaldTrump says the 4 year long nightmare ends Jan. 20th, 2025.",Negative,
1.90E+18,2025-03-22 16:14:34+00:00,130003441,simonateba,Simon Ateba,2443,462,4566,96,89498,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Be brutally honest Today is March 22, 2025, and Donald J. Trump has been President of the United States for exactly two months and two days now. He has about 46 months left. Are you completely satisfied with his presidency or are you already seeing red flags?",Neutral,
1.91E+18,2025-04-06 13:18:45+00:00,1.48E+18,Patriotmom717,KY,14,8,46,0,1704,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Buckle up Karen, President Trump will still be your president for another 1,385 days",Negative,
1.65E+18,2023-04-26 01:17:31+00:00,1.52E+18,Prolotario1,,24,129,602,13,46424,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,EO 13912 signed 32720 made D. Trump a Wartime President. This EO does not expire until 2024. Which made him an indefinite president. Which explains why there is no end date for his term like other presidents before him in the National Portrait Gallery in DC.,Negative,
1.74E+18,2023-12-31 00:49:55+00:00,1.68E+18,RealMartyT7,Marty Taylor,62,137,318,17,8794,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,THIS TIME NEXT YEAR DONALD TRUMP WILL BE VERY SAD AFTER LOSING THE 2024 ELECTION AND MAKING HIS FINAL PLANS ON HOW HE AND MAGA WILL TRY TO STEAL THE 2024 ELECTION THAT HE CLEARLY LOST. We spend a lot of time worried about what Donald Trump,Negative,"DemVoice1, ProudBlueEditorials"
1.91E+18,2025-04-06 20:37:26+00:00,1.74E+18,realtalkstruth,American Citizen,15,13,69,5,2108,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Donald Trump is your President for at least another 1,461 days. So far it has been 77 days",Neutral,
1.80E+18,2024-05-30 21:01:47+00:00,1.77E+18,RedPolitics1776,RightWingPolitics,36,45,239,0,26582,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"Regardless of the verdict, Trump will be the next president of this country on January 20th, 2025. THIS WILL BACKFIRE LIKE NEVER BEFORE!",Positive,"Trump, TrumpTrial, Jury, Verdict"
1.77E+18,2024-03-18 19:38:54+00:00,20394822,mrddmia,Mike Davis,8,341,771,6,15948,PresidentialElection2024 Trump  until 2025-03-30 since 2024-12-06,"This is one of the crucial reasons we need Trump back in the White House on January 20, 2025. So Trump can spend 4 years undoing Bidens illegal massinvasion of America. Before the 2030 census. When Democrats will irreversibly cement political dominance. Destroying America.",Negative,
1.77E+18,2024-03-13 12:33:58+00:00,1.63E+18,MJTruthUltra,MJTruthUltra,43,231,1182,7,36389,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Trump Statement Its Official, Im the GOP Nominee Hello everyone, its your favorite President. Our economy is doing poorly Our Military is not being taken care of We have the worse president in the history of the US. The US begs for energy Were gonna",Negative,
1.70E+18,2023-09-04 17:09:58+00:00,1.55E+18,GenXNewsOnX,Melissa Dawn,8,212,303,3,8316,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,Tired of inflation and war? Sick of the Biden Crime Family? Not buying the propaganda of the Deepstate? Then vote in 2024!! You could save up to 40 on everything! You might even save your country.,Negative,"Trump, Trump2024NowMorethanEver"
1.85E+18,2024-11-01 21:10:39+00:00,7.30E+17,TeamTrump,Team Trump Text TRUMP to 88022,11424,13290,101298,1069,37302823,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"3 DAYS TO DECIDE THE FATE OF AMERICA. TODAY IS OUR FINAL FEC DEADLINE BEFORE ELECTION DAY. If you can, will you stand with Trump and chip in 10 in the FINAL STRETCH SO WE MAKE SURE AMERICA VOTES FOR TRUMP!",Positive,StandwithTrump
1.85E+18,2024-11-02 15:12:25+00:00,1.61E+18,2025DJT2025,2025TRUMPS BLONDE2025,16,221,451,3,10007,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Vote for Trump this Tuesday, November 5, 2024.",Neutral,
1.85E+18,2024-11-02 16:25:49+00:00,1.45E+18,RealAlyLegge,AlyLegg,113,236,1573,8,11860,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"3 days! GO BANK YOUR ! Secure border. Energy independence. No warsWorld Peace. Individual and National Sovereignty. Lower costs. No tax on tips, overtime, and social security.",Positive,"LetsGo, VOTE, MAGA, TrumpVance2024, MomVote, LatinosForTrump, BlacksforTrump"
1.77E+18,2024-03-06 21:19:41+00:00,282312233,Texas_jeep__guy,,44,333,424,14,11325,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"We have 244 days til we have to decide. We can either choose law and order, closed borders, energy independence and lower inflation. Or you can choose the absolute train wreck we have been living through the past 3 years.",Negative,"Trump2024TheOnlyChoice, AmericaFirst, CloseTheBorder"
1.85E+18,2024-10-24 13:18:24+00:00,4165642155,CRRJA5,Eagle Wings,16,195,303,9,10040,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,.realDonaldTrump Has always fought for America and always will. At the time of this post we have 12 days left to Save America. We will be the laughingstock of the world if cackling Kamala wins Please vote TRUMP,Positive,Trump2024
1.76E+18,2024-03-05 12:41:23+00:00,1.14E+18,SUBRATA30016572,Trump Lover,202,174,819,11,8180,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Alright folks, we have 244 days to go out and win this thing for Donald Trump! Are you ready?",Positive,
1.85E+18,2024-10-19 02:42:36+00:00,2468708726,G1rly_Tattooed,Trin1ty,11,168,287,2,11769,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,Vote for a 2025!,Neutral,"Trump2024Vance, MAGA"
1.75E+18,2024-01-31 22:25:53+00:00,399178595,cwebbonline,Christopher Webb,19,143,279,8,11348,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Its not about whether youll vote for Trump or not. Its about voting strategically to stop him. There are only two people with a viable path to 270 Electoral Votes, so a vote for anyone other than Biden, helps Trump win. This time, Trump will be ready and everyone in the new",Negative,
1.74E+18,2024-01-02 03:16:58+00:00,1.59E+18,TrumpGirl1971,CathyTrump,20,138,264,1,9914,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"Yep. And on day 308, We The People will elect President Trump so he can do the best he can to clean up the fvcked up mess left by the installed POS Co.",Negative,"TRUMP2024ToSaveAmerica, Trump2024NowMorethanEver"
1.90E+18,2025-03-17 14:52:00+00:00,1.66E+18,MAGAVoice,MAGA Voice,113,303,1722,13,25364,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS I VOTED FOR ALL OF THIS,Positive,
1.79E+18,2024-05-19 17:20:41+00:00,2468708726,G1rly_Tattooed,Trin1ty,20,246,403,6,10521,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,Thats the truth right there!!! 170 days to vote,Positive,Trump2024
1.85E+18,2024-10-31 15:03:58+00:00,1.54E+18,SaltyGoat17,SaltyGoat,47,213,490,7,15386,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,5 Days and we rid ourselves of these traitors forever!!! Make sure to vote as soon as you can. Dont wait!!!,Negative,
1.84E+18,2024-10-12 06:18:46+00:00,2468708726,G1rly_Tattooed,Trin1ty,16,157,302,3,10319,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,25 days and counting Vote,Neutral,Trump2024Vance
1.85E+18,2024-10-29 16:48:08+00:00,9.16E+17,Beard_Vet,Beard Vet,34,148,458,6,24868,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,"America needs FOUR MORE YEARS of President Trump, but he needs your vote if he is going to win. In order to make this Election too Big to Rig, we need all trump supporters going out and voting EARLY. Find your early voting location today lock in your Trump vote.",Positive,
1.85E+18,2024-10-31 14:03:05+00:00,2691012867,gracieabrams,Gracie Abrams,203,1487,12992,69,320803,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,We have five days left. This is the most important election of our lifetimes. LFG. VOTE KamalaHarris TimWalz,Positive,
1.85E+18,2024-10-16 02:10:16+00:00,30354991,KamalaHarris,Kamala Harris,3904,2785,10774,189,2206337,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,Donald Trump continues to show us that he is unfit and unstable. Make your plan to vote on or before Election Daywhich is November 5,Negative,
1.85E+18,2024-10-30 12:55:17+00:00,30354991,KamalaHarris,Kamala Harris,2755,2339,8633,169,452429,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Our campaign is charting a new way forward with hope, joy, and action. This road has taken us across the country, meeting voters where they are. And we arent done yet. We have 6 days left to make our voices heard in this election. Join us",Positive,
1.85E+18,2024-11-05 13:10:59+00:00,8.19E+17,JoJoFromJerz,Jo,3748,3784,28267,181,698751,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Election Day is here. Dignity is on the ballot. Decency is on the ballot. Democracy is on the ballot. Today is the last day to decide. Who we are and who we want to be. I voted for Kamala two days ago. Its time for everyone who hasnt yet, to Lets win this.",Positive,VoteForKamalaToday
1.85E+18,2024-10-25 01:13:16+00:00,30354991,KamalaHarris,Kamala Harris,3867,2217,10608,233,495296,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"12 days left to vote. We have the opportunity to turn the page and chart a new, joyful way forward. Join us",Positive,
1.85E+18,2024-10-23 19:24:53+00:00,304679484,MarkHamill,Mark Hamill,5392,9297,54900,518,1295924,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,We vote because we love our country. It is our patriotic duty to ensure that the most dangerous man ever to be is defeated on November 5th. There is only ONE CHOICE,Positive,"POTUS, KamalaHarris2024, No3rdParties"
1.85E+18,2024-11-01 18:49:13+00:00,1.67E+18,Mamabenergy2,Billie Nelson,130,551,1548,26,34014,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Remember, remember, the 5th of November, Women, this is our shot Let us be the reason Trump pays for his treason. And in prison shall he rot. Remember, remember, the 5th of November, Madame President Harris will take the spot. It is the time to move forward, into the new season,",Negative,
1.77E+18,2024-03-31 00:15:39+00:00,1.44E+18,njoyzgrl81,Carissa,24,87,374,3,8260,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Millions and millions walking in to vote on Nov 5, 2024.",Positive,
1.85E+18,2024-11-05 15:39:26+00:00,47293791,w_terrence,Terrence K Williams,265,1252,6069,31,67609,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,TODAY IS THAT DAY Lets do this. Get up and go Vote! This is the most Important election. You cant sit this one out. Friendly Reminder Kamala had 4 years to do all the things shes promising to do! Vote for President Donald Trump!,Negative,"ElectionDay, electionday2024"
1.85E+18,2024-10-22 18:09:55+00:00,16513335,votevets,VoteVets,36,762,1666,12,42586,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,We stand with KamalaHarris because she stands with us. She shows up. She listens. She RESPECTS OUR SERVICE. ELECTION DAY IS TWO WEEKS FROM TODAY. VOTE BLUE!,Positive,
1.85E+18,2024-11-02 20:11:10+00:00,1.75E+18,xKaprice,BlondeAndTall,99,246,2222,11,25287,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"3 days left! Everything is at stake! Get out and FIGHT, FIGHT, FIGHT and VOTE, VOTE, VOTE!!",Positive,"Trump2024, TrumpToSaveAmerica"
1.84E+18,2024-10-06 13:01:05+00:00,30354991,KamalaHarris,Kamala Harris,3804,3404,12188,230,1202804,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"There are only 30 days left to vote early, vote by mail, or make your plan to vote in person. Commit to vote and make your plan at",Neutral,
1.85E+18,2024-10-24 11:51:36+00:00,7.82E+17,bluhue123,A,838,835,2853,54,29416,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,12 days to go until election Does Kamala Harris have your full support? Yes Vote Vote Vote Were Not Going Back,Positive,
1.85E+18,2024-10-21 23:07:40+00:00,7.99E+17,sarah_luna_1111,Sarah Luna,24,62,509,5,17995,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Quick, friendly reminder about todays deadline. Even if youre not sure if youre going to vote, or how you want to vote, please register.",Positive,
1.85E+18,2024-10-16 13:47:08+00:00,30354991,KamalaHarris,Kamala Harris,3657,3405,14008,237,634154,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Only 20 days left until Election Day. Dont waitvote early, by mail, or make a plan to vote on November 5th.",Positive,
1.85E+18,2024-10-16 14:46:05+00:00,7.82E+17,bluhue123,A,144,132,308,8,3488,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,20 days until the election Drop a if youre voting Kamala Vote Vote Vote Vote,Positive,
1.85E+18,2024-10-31 12:00:39+00:00,30354991,KamalaHarris,Kamala Harris,1936,1799,6586,127,378542,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"This is our moment. Together, we will chart a new way forward. Make a plan to vote early or on November 5.",Positive,
1.84E+18,2024-10-06 18:45:06+00:00,30354991,KamalaHarris,Kamala Harris,4209,2686,11707,209,664898,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,30 days until Election Day. This is a fight for our freedoms and our future. Help us win in November,Positive,
