id,date,user_id,user_username,user_displayname,replycount,retweetcount,likecount,quotecount,viewcount,searched_keyword,cleaned_text,hashtag_text,year,month_year,sentiment
1850000000000000000,2024-10-18 05:19:04+07,1750000000000000000,piper4freedom,Piper,9801,19683,249587,884,3214151,PresidentialElection VoteUSA unil 2024-12-30 since 2024-10-01,My first vote as a U.S. Citizen!!! TrumpVance 2024,,2024,2024-10,Positive
1850000000000000000,2024-10-18 05:19:04+07,1750000000000000000,piper4freedom,Piper,9799,19654,249828,884,3214157,VoteRed VoteRepublican VoteTrump2024 until 2025-02-28 since 2024-07-01,My first vote as a U.S. Citizen!!! TrumpVance 2024,,2024,2024-10,Positive
1850000000000000000,2024-10-18 05:23:50+07,1690000000000000000,Robert_Cr59,Robert Crosby,3915,359,773,215,94675,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"Whoopi Goldberg says, I would like every Republican out there to stop referring to this man Trump as the president. He is not the president! Your reaction?",,2024,2024-10,Negative
1850000000000000000,2024-10-18 05:39:12+07,22600000,jineeminee,Jinee,40,47,284,3,4372,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,"PSA! The countdown is on, fam! 19 days to go to take America back and save her from this seemingly endless declining economy, and to get our favorite president, realDonaldTrump back into the White House!! If you were an exdemocrat who finds Kamalas cackling and craziness",,2024,2024-10,Positive
1850000000000000000,2024-10-18 08:28:25+07,1450000000000000000,InjunJoe2726,Joe Reyes,71,321,446,5,9492,Election2024 NeverTrump until 2024-12-06 since 2024-10-01,NOV5 2024 TRUMP 4 FREE AMERICA Gitmo99 nanavet3 ToniLL22 EL4USA jameswa48312143 KEVINMAGA2024 Lisahudsonchow7 NavyVeteranPaul DragonSword778 45mx7 Imcg2 jncojok brixwe RockingQAngel rosejam181920 girlnamedSeth TJDOGMANR2 ThomasP3120 earthing5000,,2024,2024-10,Neutral
1850000000000000000,2024-10-18 18:22:55+07,1500000000000000000,DennyGo8,Denny Go,0,0,0,0,19,NoToTrump until 2024-12-30 since 2024-10-01,"don't get complacent. Let's still hit the ground like she's down 20 points. Call your friends, visit your neighbors, get the word out, help those who need a way to get to the polls let's all do our part. WE GOT THIS WE'RE NOT GOING BACK","VoteHarrisWalz, NoToTrump",2024,2024-10,Positive
1850000000000000000,2024-10-19 02:44:43+07,343000000,THETOPICisCOOL,BIGRICHBEATTHE TOPICRICH ASHANTI,0,4,5,0,215,TrumpNation until 2024-12-30 since 2024-10-01,Vote For Donald Trump On November 5th!,"Trump2024, MAGA, KeepAmericaGreat, VoteTrump, TrumpSupporters, TrumpTrain, DonaldTrump, TrumpRally, TrumpVoters, ReElectTrump, TrumpPence, TrumpNation, TrumpStrong, TrumpWins, TrumpCampaign, TrumpPolicies, TrumpPower, TrumpLeadership",2024,2024-10,Positive
1850000000000000000,2024-10-19 03:06:09+07,1590000000000000000,ArmandKleinX,Armand Klein,16,289,332,0,8709,election 2024 vote for american until 2024-12-19 since 2024-10-01,"TO ALL AMERICANS , VOTE AGAINST THE MACHINE VOTE FOR DONALD J.TRUMP AND VOTE FOR THE REPUBLICANS M A G A",,2024,2024-10,Positive
1850000000000000000,2024-10-19 05:11:14+07,1350000000000000000,gc22gc,Grace Chong MBI,67,754,1800,24,52836,BanTrump Trump2024 until 2024-12-30 since 2024-10-01,"Bannon Lets talk about the establishment. Leave how fucked up all these guys think he is. Trumps going to be the President of the United States whether you like it or not, and you have the responsibility to this country and its people to make sure that its a smooth transition",,2024,2024-10,Neutral
1850000000000000000,2024-10-19 06:35:24+07,1030000000000000000,NikkiPreston107,NikkiPreston,9,63,273,1,11057,Election2024 NeverTrump until 2024-12-06 since 2024-10-01,The USA will have a Trump Win Landslide,,2024,2024-10,Positive
1850000000000000000,2024-10-19 09:42:36+07,2470000000,G1rly_Tattooed,Trin1ty,11,168,287,2,11769,Election2024 VoteTrump until 2025-03-30 since 2024-12-06,Vote for a 2025!,"Trump2024Vance, MAGA",2024,2024-10,Neutral
1850000000000000000,2024-10-19 11:18:12+07,2470000000,G1rly_Tattooed,Trin1ty,22,296,425,8,13531,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,Vote against the MACHINE! Vote for DONALD TRUMP,"Trump2024, TrumpAgainstTheMachine",2024,2024-10,Positive
1850000000000000000,2024-10-19 11:18:12+07,2470000000,G1rly_Tattooed,Trin1ty,22,297,423,8,13531,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,Vote against the MACHINE! Vote for DONALD TRUMP,"Trump2024, TrumpAgainstTheMachine",2024,2024-10,Positive
1850000000000000000,2024-10-19 19:34:09+07,1600000000000000000,Kroncker2,Kroncker2,0,0,0,0,7,TrumpIn2024 until 2024-12-30 since 2024-10-01,"I want to see Harris do a cognitive test because she couldn't ace or wasn't born smart. Former President and current Republican candidate for office, Donald J. Trump... our FOREVER President.",TrumpIn2024,2024,2024-10,Negative
1850000000000000000,2024-10-19 21:42:00+07,1380000000000000000,EvasTeslaSPlaid,Eva McMillan,183,111,1542,10,22288,VoteRed VoteRepublican VoteTrump2024 until 2025-02-28 since 2024-07-01,My fifth vote as a U.S. Citizen. TrumpVance 2024,,2024,2024-10,Neutral
1850000000000000000,2024-10-20 04:08:12+07,763000000000000000,EricLDaugh,Eric Daugherty,40,243,1438,5,87031,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,JUST IN AtlasIntel has found virtually the same national popular vote since July. The below is the headtohead only. The final poll is Trump2.7. Full field is Trump3.1.,,2024,2024-10,Neutral
1850000000000000000,2024-10-20 04:37:58+07,1270000000000000000,TrumpLola,Lola for Trump,9,131,288,0,6256,HandsOffProtests StopTrump2024 AntiTrump until 2024-12-30 since 2024-10-01Trumpsucks VoteTrumpOut TrumpIsNotMyPresident until 2024-12-30 since 2024-10-01,It has been an amazing day out in our community in support of President Trump,,2024,2024-10,Positive
1850000000000000000,2024-10-20 06:35:41+07,1590000000000000000,CC96923496,CC,0,0,0,0,44,TrumpTrain2024 until 2024-12-30 since 2024-10-01,"Latrobe Pennsylvania, thank you for coming out for President Trump!","MAGA24, Trump2024, trumptrain2024, TrumpVance2024",2024,2024-10,Positive
1850000000000000000,2024-10-20 07:18:49+07,4430000000,PpollingNumbers,Political Polls,73,371,2842,24,169529,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,Winning model FiveThirtyEight Trump 52 Chance Harris 48,,2024,2024-10,Neutral
1850000000000000000,2024-10-20 07:27:41+07,1220000000000000000,RpsAgainstTrump,Republicans against Trump,15870,7168,33876,1886,1174814,NeverTrump ResistTrump until 2024-12-06 since 2024-10-01,"Can we get 5,000 people to reply with Never Trump?",,2024,2024-10,Negative
1850000000000000000,2024-10-20 10:21:31+07,1490000000000000000,NowPammsy,PammsyNow,16,179,315,6,7445,TrumpStrong TrumpForever until 2024-12-30 since 2024-10-01,"Trump is walking in like a gangsta like The Boss he is! Strongest, bravest man I know! We need him back to lead this country! Peace through strength! I want that back!",,2024,2024-10,Positive
1850000000000000000,2024-10-20 20:45:27+07,883000000000000000,AFishingGoddess,Charlie Bears MAGA Mama,45,277,982,11,20788,Election2024 Trump HateTrump until 2024-12-06 since 2024-10-20,WA County predicted the last 11 Elections Prediction for 2024 DONALD J TRUMP Get out and vote! Too Big To Rig!,"TrumpVance2024, AmericaFirst, VoteBlueToStopTheStupid",2024,2024-10,Positive
1850000000000000000,2024-10-20 20:45:27+07,883000000000000000,AFishingGoddess,Charlie Bears MAGA Mama,45,276,982,11,20788,PresidentialElection2024 Trump  until 2024-12-06 since 2024-10-20,WA County predicted the last 11 Elections Prediction for 2024 DONALD J TRUMP Get out and vote! Too Big To Rig!,"TrumpVance2024, AmericaFirst, VoteBlueToStopTheStupid",2024,2024-10,Positive
1850000000000000000,2024-10-20 21:50:31+07,1590000000000000000,PeriklesGREAT,PeriklestheGREAT   Vox Populi Vox Dei,16,310,390,4,26679,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,VOTE TRUMP to put Biden's policies in the ash heap of History ! Kamala is INSANE she wants more of the same !,,2024,2024-10,Negative
1850000000000000000,2024-10-21 00:44:51+07,1700000000000000000,AmericaPapaBear,AmericanPapaBear,28,675,1919,14,21390,NeverTrump ResistTrump until 2024-12-06 since 2024-10-01,"If youre voting for Trump, you are the resistance.",,2024,2024-10,Negative
1850000000000000000,2024-10-21 00:44:51+07,1700000000000000000,AmericaPapaBear,AmericanPapaBear,28,675,1919,14,21390,ResistTrump NotMyPresident​ until 2024-12-06 since 2024-10-01,"If youre voting for Trump, you are the resistance.",,2024,2024-10,Negative
1850000000000000000,2024-10-21 00:56:25+07,763000000000000000,EricLDaugh,Eric Daugherty,209,1186,7148,111,476690,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,Nate Silver 2024 election forecast update Trump 53.1 Harris 46.6 There are now three recent highquality national polls that show Donald Trump leading a difficult circumstance for Harris.,NEW,2024,2024-10,Neutral
1850000000000000000,2024-10-21 02:00:16+07,14800000,GrantCardone,Grant Cardone,154,415,2951,15,57931,Election2024 NeverTrump until 2024-12-06 since 2024-10-01,Landslide Time! Lets 10X this election send a resounding message to the other side WE ARE DONE with the MADNESS VOTE TRUMP 2024.,,2024,2024-10,Positive
1850000000000000000,2024-10-21 02:00:16+07,14800000,GrantCardone,Grant Cardone,154,415,2950,15,57931,Election2024 NeverTrump until 2024-12-06 since 2024-10-01,Landslide Time! Lets 10X this election send a resounding message to the other side WE ARE DONE with the MADNESS VOTE TRUMP 2024.,,2024,2024-10,Positive
1850000000000000000,2024-10-21 02:02:43+07,1790000000000000000,trumprealparody,Donald J Trump  Parody,1210,58,229,45,23329,DumpTrump NotMyPresident  until 2024-12-30 since 2024-10-01,Whoopi Goldberg says I would like every Republican out there to stop referring to this man Trump as the president.He is not the president! Whats your response to Goldberg?,,2024,2024-10,Negative
1850000000000000000,2024-10-21 02:58:40+07,4170000000,CRRJA5,Eagle Wings,28,323,934,7,16062,PresidentialElection VoteUSA unil 2024-12-30 since 2024-10-01,I AM PROUD TO VOTE FOR DONALD J. TRUMP AND JD VANCE IN MY FIRST EVER PRESIDENTIAL ELECTION AS A NATURALIZED US CITIZEN! GET OUT AND VOTE!,,2024,2024-10,Positive
1850000000000000000,2024-10-21 04:30:30+07,23200000,JocelynBenson,Jocelyn Benson,312,169,515,12,43526,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"The truth, the law, and the facts are on the side of the voters. We will continue to speak out about the truth and the law, and let people know the facts about our elections, which you can check out at Thank you, AlexWitt and MSNBC for this thoughtful",,2024,2024-10,Positive
1850000000000000000,2024-10-21 04:30:30+07,23200000,JocelynBenson,Jocelyn Benson,312,169,515,12,43526,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,"The truth, the law, and the facts are on the side of the voters. We will continue to speak out about the truth and the law, and let people know the facts about our elections, which you can check out at Thank you, AlexWitt and MSNBC for this thoughtful",,2024,2024-10,Positive
1850000000000000000,2024-10-21 04:37:10+07,1340000000000000000,1776Diva,,136,1484,3747,50,39307,GodBlessAmerica VoteHarrisWalz2024 VoteHarrisWalz election VoteBlue2024 until 2025-02-28 since 2024-07-01,"This pretty and soft spoken Trump supporter had a compelling dream and feels led to share it. Regardless of what you think of this type of message, whether you believe it came from the Lord or not, what she has to say certainly rings true to me. I tell you one thing that you",,2024,2024-10,Positive
1850000000000000000,2024-10-21 06:06:03+07,1820000000000000000,ricrayret,RicRayReturns,0,0,0,0,18,TrumpIsMyPresident until 2024-12-30 since 2024-10-01,Kumbucket Harris mocking black folks with another fake accent,"trumpismypresident, saveamerica, trumprally, trumpwon, draintheswamp, americafirst, bible, christ, jesus, god, wakeup, christianity, sundayfunday, sundaymotivation, reptileawarenessday, viral, trending",2024,2024-10,Negative
1850000000000000000,2024-10-21 09:59:40+07,1700000000000000000,VoteHarrisOut,Philip Anderson,10,115,656,2,5735,AmericanVoters​ Trump until 2024-12-30 since 2024-10-01,Mini me telling Americans to vote for Donald Trump like their lives depend on it because they literally do,,2024,2024-10,Negative
1850000000000000000,2024-10-21 19:34:25+07,97000000,rparloff,Roger Parloff,83,804,1979,57,260315,ImpeachTrump TrumpIndicted until 2024-12-30 since 2024-10-01,"The evening Trump was impeached for inciting insurrection, but before the Senate vote on whether to convict him, he vowed that those who engaged in the attacks last week will be brought to justice. That is, those he now calls hostages political prisoners vows to pardon.",,2024,2024-10,Negative
1850000000000000000,2024-10-21 20:05:41+07,1660000000000000000,LisaFla8,LisaFLA8,0,4,7,1,142,NeverAgainTrump until 2024-12-06 since 2024-10-20,"Old MAGA McDonald Go WOKE, Go Broke!",NeverAgainTrump,2024,2024-10,Negative
1850000000000000000,2024-10-22 00:37:37+07,925000000000000000,conservfam7,Freedom 7,49,14,142,1,1189,PatriotsForTrump until 2024-12-30 since 2024-10-01,My wife and I just Voted for Donald J Trump today! If youre voting for Trump drop a ?,"PatriotsForTrump, VoteRedToSaveAmerica",2024,2024-10,Positive
1850000000000000000,2024-10-22 02:13:34+07,2460000000,tizzywoman,TizzyWoman    Keep moving forward,11,133,186,3,11067,YourVoteMatters ElectionNews until 2024-12-06 since 2024-10-20,Listen to Auntie JeniferLewis. Check your voter registration and get all the information you need to vote here,"RegisterAndVoteBlueToday, DemsUnited, YesWeKam",2024,2024-10,Positive
1850000000000000000,2024-10-22 02:32:14+07,2460000000,TeamPelosi,Nancy Pelosi,16,663,1559,30,90472,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,"Your vote matters so make sure youre registered With your vote, you can help Democrats win, restore a womans right to choose and elect KamalaHarris President of the United States. NP",RegisterAndVoteBlueToday,2024,2024-10,Positive
1850000000000000000,2024-10-22 03:00:58+07,878000000,OccupyDemocrats,Occupy Democrats,171,575,1106,12,29307,VoteForAmerica Vote VoteBlue VoteHarris VoteKamala until 2025-02-28 since 2024-07-01,Fascism is on the ballot thanks to Donald Trump. What will you tell future generations when they ask you where you stood? A vote for Kamala Harris is a vote to save our democracy from MAGA theocracy. Retweet if you're proudly voting blue!,RegisterAndVoteBlueToday,2024,2024-10,Negative
1850000000000000000,2024-10-22 03:46:05+07,15600000,CAPAction,CAP Action,12,204,555,3,34414,RemoveTrump TrumpIsDangerous until 2024-12-30 since 2024-10-01,"Donald Trump is an unserious man, but the consequences of him returning to the White House are brutally serious.",,2024,2024-10,Negative
1850000000000000000,2024-10-22 04:02:55+07,382000000,mommy_dragonfly,SassyMom,0,0,2,0,307,NoToTrump until 2024-12-30 since 2024-10-01,14 DAYS LEDT. VOTE BLUE,"TrumpIsALaughingStock, VoteBlueToStopTheStupid, vote, trumpsajoke, nototrump, VoteHarrisWalz, VoteBlueDownBallot",2024,2024-10,Positive
1850000000000000000,2024-10-22 04:06:38+07,29700000,silver_charm,Silver Charm,0,0,1,0,23,StopTrump until 2024-12-06 since 2024-10-20,"Well guys it's time once again to prepare ourselves to reject, repudiate, repel, release ourselves of the orange parasitic fascist pest .....here's a blast from the past 4 years ago","USElection, StopTrump, votehimaway",2024,2024-10,Negative
1850000000000000000,2024-10-22 04:47:01+07,1510000000000000000,ArmyBrat682,ArmyBrat68,654,1229,13489,36,107111,VoteRed VoteRepublican VoteTrump2024 until 2025-02-28 since 2024-07-01,Im on my way to vote for Freedom!!! TrumpVance2024,,2024,2024-10,Positive
1850000000000000000,2024-10-22 06:07:40+07,799000000000000000,sarah_luna_1111,Sarah Luna,24,62,509,5,17995,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,"Quick, friendly reminder about todays deadline. Even if youre not sure if youre going to vote, or how you want to vote, please register.",,2024,2024-10,Positive
1850000000000000000,2024-10-22 06:39:44+07,1370000000000000000,Trader_RN_Ape,BohemianRN,919,1401,24736,49,280025,ElectionDay Vote4Trump VoteRed until 2025-02-28 since 2024-07-01,I did it folks. I got off work in time to vote early.,TrumpVance2024,2024,2024-10,Positive
1850000000000000000,2024-10-22 09:02:24+07,264000000,rowandean,Rowan Dean,203,189,1509,11,51666,Trump2024Landslide   until 2024-12-30 since 2024-10-01,"That low rumbling sound you hear is the approaching Trump landslide. Buckle up lefties and TDS conservatives, it's going to bruise your fragile egos",,2024,2024-10,Negative
1850000000000000000,2024-10-22 12:00:32+07,899000000,Redhead4645,Red Trumper,23,339,532,10,10160,NeverTrump StopTrump until 2024-12-30 since 2024-10-01,NEVER DOUBT PRESIDENT TRUMP He knows how to fight and how to win. He knows who the enemy is and he will defeat it before it crushes us. It's time for unity. He won't desert us and we can't dessert him.,2024,2024,2024-10,Positive
1850000000000000000,2024-10-22 21:01:40+07,4430000000,PpollingNumbers,Political Polls,73,322,2521,23,123882,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,EC prediction model Economist Trump takes the lead Trump 276 Harris 262 Polymarket presidential chance Trump 27,New,2024,2024-10,Neutral
1850000000000000000,2024-10-22 21:58:20+07,27900000,TizzyEnt,TizzyEnt,49,508,1325,22,46326,Vote2024 InformedVoter until 2024-12-06 since 2024-10-20,This simple resource can help you decide who and what you should vote for.,,2024,2024-10,Positive
1850000000000000000,2024-10-22 23:36:03+07,36700000,GaryCardone,Gary Cardone,182,964,11073,19,170726,VoteRed VoteRepublican VoteTrump2024 until 2025-02-28 since 2024-07-01,Its done. Officially voted for this 2024 election cycle!! Trump 2024 baby!,,2024,2024-10,Positive
1850000000000000000,2024-10-23 01:09:55+07,16500000,votevets,VoteVets,36,762,1666,12,42586,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,We stand with KamalaHarris because she stands with us. She shows up. She listens. She RESPECTS OUR SERVICE. ELECTION DAY IS TWO WEEKS FROM TODAY. VOTE BLUE!,,2024,2024-10,Positive
1850000000000000000,2024-10-23 02:01:33+07,763000000000000000,EricLDaugh,Eric Daugherty,133,887,5517,57,221798,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,"Nate Silver 2024 election forecast update Trump 53.1 Harris 46.6 Strong day of state polling for Trump, with leads in highquality polls of Georgia and Nevada where early voting numbers also look promising for Republicans.",NEW,2024,2024-10,Positive
1850000000000000000,2024-10-23 02:10:34+07,81200000,votetimscott,Tim Scott,637,2580,13997,50,98015,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,"Thank God Almighty that in America, We the People decide our future! Today, I voted early for Donald J. Trump and Republicans up and down the ballot. It's time to take back the Senate, hold on to the House, and return realDonaldTrump to the White House! Let's get it done!",,2024,2024-10,Positive
1850000000000000000,2024-10-23 02:10:34+07,81200000,votetimscott,Tim Scott,637,2582,14017,50,98016,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,"Thank God Almighty that in America, We the People decide our future! Today, I voted early for Donald J. Trump and Republicans up and down the ballot. It's time to take back the Senate, hold on to the House, and return realDonaldTrump to the White House! Let's get it done!",,2024,2024-10,Positive
1850000000000000000,2024-10-23 04:06:56+07,382000000,mommy_dragonfly,SassyMom,1,1,1,0,44,TrumpIsDangerous until 2024-12-30 since 2024-10-01,PAY CLOSS ATTENTION. People think we are being dramatic. BIG WORNING.,"TRUMPISDANGEROUS, trumpisacult, magaisacult, VoteBlue, VoteHarrisToSaveAmerica",2024,2024-10,Negative
1850000000000000000,2024-10-23 04:47:06+07,1680000000000000000,JackLambert058,Jack Lambert,44,134,836,5,15505,NeverTrump ResistTrump until 2024-12-06 since 2024-10-01,"Never yield, never be afraid, never compromise, never back down November 5th lets take back America Again realDonaldTrump",,2024,2024-10,Positive
1850000000000000000,2024-10-23 04:47:06+07,1680000000000000000,JackLambert058,Jack Lambert,44,134,835,5,15505,NeverTrump StopTrump until 2024-12-30 since 2024-10-01,"Never yield, never be afraid, never compromise, never back down November 5th lets take back America Again realDonaldTrump",,2024,2024-10,Positive
1850000000000000000,2024-10-23 05:55:17+07,1360000000000000000,AntivaxBarbie,Silo like Silhouette,1853,4574,62312,146,846183,VoteRed VoteRepublican VoteTrump2024 until 2025-02-28 since 2024-07-01,Voted for Trumpvance and republicans down the ballot,,2024,2024-10,Neutral
1850000000000000000,2024-10-23 06:43:06+07,30400000,KamalaHarris,Kamala Harris,5934,4226,17240,295,761085,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,Donald Trump tried to undo a free and fair election. We cannot allow him to do it again,,2024,2024-10,Negative
1850000000000000000,2024-10-23 08:28:44+07,16600000,Acyn,Acyn,116,1098,3168,53,440950,PoliticalAwareness AmericanPresident until 2024-12-06 since 2024-10-20,"Kelly He is certainly the only president that has all but rejected what America is all about, and what makes America America, in terms of our Constitution, in terms of our values, the way we look at everything, to include family..",,2024,2024-10,Negative
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,384,474,7,12541,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,384,473,7,12541,VoteTrump VoteKamala ElectionDay Election2024 VotedforTrump until 2025-3-31 since 2024-07-01,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,384,474,7,12541,PresidentialElection VoteUSA Vote Trump unil 2024-11-06 since 2024-05-01,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,384,473,7,12541,Trump2024NowMoreThenEver VoteVoteVote VoteTrump2024 until 2025-02-28 since 2024-07-01,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,383,473,7,12541,Election2024 Trump 2024 VoteForTrump VoteTrump until 2024-11-6 since 2024-6-15,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 19:30:22+07,1350000000000000000,5dme81,5DME81,21,384,474,7,12541,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,VOTE ON THE RIGHT SIDE OF AMERICA WE ARE GOING TO SAVE AMERICA GET UP AND VOTE! IM NOT VOTING FOR KAMALA BULLSHT IM VOTING FOR DONALD TRUMP 2024 LETS GO. Go Vote,"Trump2024NowMorethanEver, Vote",2024,2024-10,Positive
1850000000000000000,2024-10-23 20:50:25+07,1670000000000000000,WesternLensman,Western Lensman,171,413,1208,26,38692,Election2024 Trump HateTrump until 2024-12-06 since 2024-10-20,"Legacy media has arrived at their Election 2024 closing argument Trump is Hitler, a fascist, a dictator and a racist. The same propaganda theyve used for 9 years. After Trump survived lawfare, arrests, myriad media hoaxes and assassination attempts Theyre back to square",,2024,2024-10,Negative
1850000000000000000,2024-10-23 22:22:44+07,538000000,LauraLoomer,Laura Loomer,2205,8598,47970,176,550747,VoteTrump VoteKamala ElectionDay Election2024 VotedforTrump until 2025-3-31 since 2024-07-01,JUST VOTED IN FLORIDA FOR THE GREATEST PRESIDENT EVER! DONALD J TRUMP!!!!! GET OUT AND VOTE FOR TRUMP TO SAVE AMERICA! THIS IS THE MOST IMPORTANT ELECTION OF OUR LIFETIME! MAGA!!!,"Trump2024, AmericaFirst",2024,2024-10,Positive
1850000000000000000,2024-10-23 22:44:40+07,1140000000000000000,USA_Polling,Polling USA,71,426,4777,14,168584,PresidentialElection VoteUSA unil 2024-12-30 since 2024-10-01,"Presidential Polling Among Those Extremely Motivated To Vote Harris D 51 Trump R 46 Monmouth Oct 21, 2024 n802",,2024,2024-10,Neutral
1850000000000000000,2024-10-23 22:47:26+07,4430000000,PpollingNumbers,Political Polls,169,581,3731,65,186915,Election2024 TrumpNews PollAnalysis until 2024-12-30 since 2024-10-01,Winning chances via Polymarket Trump 65 30 Harris 35 Oct 15 Trump 16 13 days to the election!,New,2024,2024-10,Positive
1850000000000000000,2024-10-23 23:02:34+07,128000000,RhEvans41,Dr Rhodri Evans,0,1,2,0,78,TrumpIsDangerous until 2024-12-30 since 2024-10-01,"Americans, John Kelly is warning you. JD Vance referred to Trump as Americas Hitler in 2018","TrumpIsAFascist, trumpisdangerous, trumpisathreattodemocracy",2024,2024-10,Negative
1850000000000000000,2024-10-23 23:14:39+07,62900000,TisTheLaw,KatGoNoles,18,257,3465,13,25616,ElectionDay Vote4Trump VoteRed until 2025-02-28 since 2024-07-01,Lines were long! But it is done! Voted early for Trump,,2024,2024-10,Positive
1850000000000000000,2024-10-24 00:12:35+07,13700000,ginar2008,Gina,0,0,1,0,8,TrumpIsDangerous until 2024-12-30 since 2024-10-01,It's even worse than we ever imagined.,trumpisdangerous,2024,2024-10,Negative
1850000000000000000,2024-10-24 01:03:17+07,50800000,DrewFromTV,drewfromtv,2077,3535,29516,265,746515,GodBlessAmerica VoteHarrisWalz2024 VoteHarrisWalz election VoteBlue2024 until 2025-02-28 since 2024-07-01,"Im voting for because Im a patriot who doesnt want the keys to the country handed to a racist, grifting, Hitlerloving, lying POS. Let this be the beginning of the end of the Trump era and the MAGA movement. Lets run up the score and bury them deep.","Harris_Walz2024, VoteBlue",2024,2024-10,Negative
1850000000000000000,2024-10-24 01:25:26+07,1210000000000000000,AwakenedOutlaw,AwakenedOutlaw,76,82,746,9,8555,ElectionDay Vote4Trump VoteRed until 2025-02-28 since 2024-07-01,Went in to vote early and just banked my vote for,Trump,2024,2024-10,Neutral
1850000000000000000,2024-10-24 01:59:42+07,1320000000000000000,kinley_brenda,BrendaThruNThru,357,796,3814,24,35185,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2024-12-06 since 2024-10-20,"We proudly cast our vote today for the next President of the United States, Kamala Harris!! We may live in a red state but we still made our voices heard!!","DemsUnited, ProudBlue, HarrisWalz2024",2024,2024-10,Positive
1850000000000000000,2024-10-24 02:24:53+07,305000000,MarkHamill,Mark Hamill,5392,9297,54902,518,1295924,VoteTrump VoteKamala ElectionDay Election2024 VotedforTrump until 2025-3-31 since 2024-07-01,We vote because we love our country. It is our patriotic duty to ensure that the most dangerous man ever to be is defeated on November 5th. There is only ONE CHOICE,"POTUS, KamalaHarris2024, No3rdParties",2024,2024-10,Negative
1850000000000000000,2024-10-24 02:24:53+07,305000000,MarkHamill,Mark Hamill,5392,9297,54900,518,1295924,Votefor2024 DonalTrump KamalaHarris AmericaDecides until 2025-03-30 since 2024-10-20,We vote because we love our country. It is our patriotic duty to ensure that the most dangerous man ever to be is defeated on November 5th. There is only ONE CHOICE,"POTUS, KamalaHarris2024, No3rdParties",2024,2024-10,Positive
